Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Weber I.T., Terra I.A.A., Melo A.J.G.D., Lucena M.A.D.M., Wanderley K.A., Paiva-Santos C.D.O., Antônio S.G., Nunes L.A.O., Paz F.A.A., Sá G.F.D., Júnior S.A., Rodrigues M.O.","7102280478;15761194900;55153758900;7005609500;37100627500;7003936780;16315133000;35449509400;55950021100;15735187600;55153735000;10144730100;","Up-conversion properties of lanthanide-organic frameworks and how to track ammunitions using these materials",2012,"RSC Advances","2","7",,"3083","3087",,35,"10.1039/c2ra01214f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859117735&doi=10.1039%2fc2ra01214f&partnerID=40&md5=e400e73a3bee1724c12a83c43a674415","Instituto de Química, Universidade de Brasília, 70910-900 Brasília DF, Brazil; Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil; Instituto de Física de São Carlos, Universidade de São Paulo, CP 369, 13560-970 São Carlos - SP, Brazil; Programa de Pós-Graduaão em Ciências de Materiais, CCEN, UFPE, 50590-470 Recife - PE, Brazil; Departamento de Química, Universidade de Aveiro, CICECO, 3810-193 Aveiro, Portugal; Universidade Estadual Paulista, Departamento de Físico-Química, Instituto de Quiímica, Caixa Postal 355, CEP 14801-970 Araraquara-SP, Brazil","Weber, I.T., Instituto de Química, Universidade de Brasília, 70910-900 Brasília DF, Brazil, Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil; Terra, I.A.A., Instituto de Física de São Carlos, Universidade de São Paulo, CP 369, 13560-970 São Carlos - SP, Brazil; Melo, A.J.G.D., Programa de Pós-Graduaão em Ciências de Materiais, CCEN, UFPE, 50590-470 Recife - PE, Brazil; Lucena, M.A.D.M., Programa de Pós-Graduaão em Ciências de Materiais, CCEN, UFPE, 50590-470 Recife - PE, Brazil; Wanderley, K.A., Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil; Paiva-Santos, C.D.O., Universidade Estadual Paulista, Departamento de Físico-Química, Instituto de Quiímica, Caixa Postal 355, CEP 14801-970 Araraquara-SP, Brazil; Antônio, S.G., Universidade Estadual Paulista, Departamento de Físico-Química, Instituto de Quiímica, Caixa Postal 355, CEP 14801-970 Araraquara-SP, Brazil; Nunes, L.A.O., Instituto de Física de São Carlos, Universidade de São Paulo, CP 369, 13560-970 São Carlos - SP, Brazil; Paz, F.A.A., Departamento de Química, Universidade de Aveiro, CICECO, 3810-193 Aveiro, Portugal; Sá, G.F.D., Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil; Júnior, S.A., Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil; Rodrigues, M.O., Instituto de Química, Universidade de Brasília, 70910-900 Brasília DF, Brazil, Departamento de Química Fundamental, UFPE, 50590-470 Recife - PE, Brazil",,"Encryption procedure; Gunshot residue; Isostructural; Lead-Free; Optical probe; Room temperature; Up-conversion; Upconversion properties; Ultraviolet radiation; Ytterbium; Ammunition",Article,"Final",,Scopus,2-s2.0-84859117735
"Gilchrist E., Smith N., Barron L.","55074774900;35472999100;12753795900;","Probing gunshot residue, sweat and latent human fingerprints with capillary-scale ion chromatography and suppressed conductivity detection",2012,"Analyst","137","7",,"1576","1583",,16,"10.1039/c2an16126e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858018232&doi=10.1039%2fc2an16126e&partnerID=40&md5=f234409c1f82f63a48b63d413e7e4508","Dept. of Forensic Science and Drug Monitoring, School of Biomedical Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom","Gilchrist, E., Dept. of Forensic Science and Drug Monitoring, School of Biomedical Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom; Smith, N., Dept. of Forensic Science and Drug Monitoring, School of Biomedical Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom; Barron, L., Dept. of Forensic Science and Drug Monitoring, School of Biomedical Sciences, King's College London, 150 Stamford Street, London SE1 9NH, United Kingdom",,"anion; explosive; chemistry; dermatoglyphics; forensic science; human; ion exchange chromatography; molecular weight; review; sweating; temperature; Anions; Chromatography, Ion Exchange; Dermatoglyphics; Explosive Agents; Forensic Sciences; Humans; Molecular Weight; Sweating; Temperature",Review,"Final",,Scopus,2-s2.0-84858018232
"Charles S., Geusens N.","57197281468;34978537600;","A study of the potential risk of gunshot residue transfer from special units of the police to arrested suspects",2012,"Forensic Science International","216","1-3",,"78","81",,21,"10.1016/j.forsciint.2011.08.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857500264&doi=10.1016%2fj.forsciint.2011.08.022&partnerID=40&md5=e6e53da71a095289b62e31a12c5bb9d3","Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium","Charles, S., Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium; Geusens, N., Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium","Contamination; Gunshot residue; Police officers","gunpowder; article; contamination; controlled study; crime; firearm; glove; human; police; priority journal; simulation; training",Article,"Final",,Scopus,2-s2.0-84857500264
"Abrego Z., Ugarte A., Unceta N., Fernández-Isla A., Goicolea M.A., Barrio R.J.","55062298400;16417974800;6507899948;55062298500;6602249008;7006546783;","Unambiguous characterization of gunshot residue particles using scanning laser ablation and inductively coupled plasma-mass spectrometry",2012,"Analytical Chemistry","84","5",,"2402","2409",,19,"10.1021/ac203155r","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857859396&doi=10.1021%2fac203155r&partnerID=40&md5=f53d893e1b6aa9e9ec7cc424ed1e5c91","Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain; Scientific Police Laboratory, Ertzaintza, Department of the Interior, Basque Government, Erandio, Spain","Abrego, Z., Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain; Ugarte, A., Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain; Unceta, N., Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain; Fernández-Isla, A., Scientific Police Laboratory, Ertzaintza, Department of the Interior, Basque Government, Erandio, Spain; Goicolea, M.A., Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain; Barrio, R.J., Department of Analytical Chemistry, Faculty of Pharmacy, University of the Basque Country, UPV/EHU, Paseo de la Universidad 7, 01006 Vitoria-Gasteiz, Spain",,"Ablation patterns; Analysis time; Gunshot residue; Inorganic residues; Method evaluation; Real samples; Scanning lasers; SEM-EDS; Skin surfaces; Energy dispersive spectroscopy; Inductively coupled plasma; Inductively coupled plasma mass spectrometry; Isotopes; Lead; Scanning electron microscopy; Tin; Laser ablation; metal; article; chemistry; firearm; forensic science; human; laser; mass spectrometry; skin; Firearms; Forensic Sciences; Humans; Lasers; Mass Spectrometry; Metals; Skin",Article,"Final",,Scopus,2-s2.0-84857859396
"Poulos C.K., Peterson B.L.","7006638596;35407582800;","Two cases of firearm grip impressions on the hands of suicide victims",2012,"American Journal of Forensic Medicine and Pathology","33","1",,"61","63",,,"10.1097/PAF.0b013e3181ee3194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857924584&doi=10.1097%2fPAF.0b013e3181ee3194&partnerID=40&md5=3d03abf1ee0689ecb9ec5fa8232a5647","Milwaukee County Medical Examiner's Office, 933 West Highland Ave, Milwaukee, WI 53233, United States","Poulos, C.K., Milwaukee County Medical Examiner's Office, 933 West Highland Ave, Milwaukee, WI 53233, United States; Peterson, B.L., Milwaukee County Medical Examiner's Office, 933 West Highland Ave, Milwaukee, WI 53233, United States","firearms; patterns; suicide","adult; article; case report; firearm; forensic pathology; gunshot injury; hand; hand strength; head injury; human; male; pathology; suicide; Adult; Firearms; Forensic Pathology; Hand; Hand Strength; Head Injuries, Penetrating; Humans; Male; Suicide; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-84857924584
"Salles M.O., Naozuka J., Bertotti M.","29167555400;6506522451;7004562485;","A forensic study: Lead determination in gunshot residues",2012,"Microchemical Journal","101",,,"49","53",,10,"10.1016/j.microc.2011.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83555165937&doi=10.1016%2fj.microc.2011.10.004&partnerID=40&md5=dc45114820222d101cb6f32c02b41d07","Instituto de Química, Universidade de São Paulo, São Paulo, SP 05508-900, Brazil; Departamento de Ciências Exatas e da Terra, Universidade Federal de São Paulo, Diadema, SP 09972-270, Brazil","Salles, M.O., Instituto de Química, Universidade de São Paulo, São Paulo, SP 05508-900, Brazil; Naozuka, J., Departamento de Ciências Exatas e da Terra, Universidade Federal de São Paulo, Diadema, SP 09972-270, Brazil; Bertotti, M., Instituto de Química, Universidade de São Paulo, São Paulo, SP 05508-900, Brazil","Gunshot residue; Lead; Microelectrode; Stripping analysis",,Article,"Final",Open Access,Scopus,2-s2.0-83555165937
"Freitas J.C.D., Sarkis J.E.S., Neto O.N., Viebig S.B.","54383021600;7102676503;14062378200;6504318271;","Identification of Gunshot Residues in Fabric Targets Using Sector Field Inductively Coupled Plasma Mass Spectrometry Technique and Ternary Graphs",2012,"Journal of Forensic Sciences","57","2",,"503","508",,7,"10.1111/j.1556-4029.2011.01956.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857441244&doi=10.1111%2fj.1556-4029.2011.01956.x&partnerID=40&md5=79d3b0bd74bbd7f1ac07ea00b0957433","Laboratório de Caracterização Química e Isotópica, IPEN - CNEN/SP, Av. Lineu Prestes 2242, Cidade Universitária, 05508-900 São Paulo, Brazil; Instituto de Criminalística de São Paulo, Centro de Exames, Análises e Pesquisas, Rua Moncorvo Filho, 410 Butantã, 05507-060 São Paulo, Brazil","Freitas, J.C.D., Laboratório de Caracterização Química e Isotópica, IPEN - CNEN/SP, Av. Lineu Prestes 2242, Cidade Universitária, 05508-900 São Paulo, Brazil, Instituto de Criminalística de São Paulo, Centro de Exames, Análises e Pesquisas, Rua Moncorvo Filho, 410 Butantã, 05507-060 São Paulo, Brazil; Sarkis, J.E.S., Laboratório de Caracterização Química e Isotópica, IPEN - CNEN/SP, Av. Lineu Prestes 2242, Cidade Universitária, 05508-900 São Paulo, Brazil; Neto, O.N., Instituto de Criminalística de São Paulo, Centro de Exames, Análises e Pesquisas, Rua Moncorvo Filho, 410 Butantã, 05507-060 São Paulo, Brazil; Viebig, S.B., Instituto de Criminalística de São Paulo, Centro de Exames, Análises e Pesquisas, Rua Moncorvo Filho, 410 Butantã, 05507-060 São Paulo, Brazil","Antimony; Barium; Fabric; Firing arms; Forensic science; Gunshot residues; Lead; Sector field inductively coupled plasma mass spectrometry; Ternary graphs",,Article,"Final",,Scopus,2-s2.0-84857441244
"Grima M., Butler M., Hanson R., Mohameden A.","37664804100;55422994000;37664997300;36069506000;","Firework displays as sources of particles similar to gunshot residue",2012,"Science and Justice","52","1",,"49","57",,26,"10.1016/j.scijus.2011.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856759811&doi=10.1016%2fj.scijus.2011.04.005&partnerID=40&md5=18438869bcfe49f29988d6273fa4778d","School of Science and Engineering, Teesside University, Middlesbrough, Tees Valley, TS1 3BA, United Kingdom; College of Medicine, University of Hail, PO Box 2440, Hail, Saudi Arabia","Grima, M., School of Science and Engineering, Teesside University, Middlesbrough, Tees Valley, TS1 3BA, United Kingdom; Butler, M., School of Science and Engineering, Teesside University, Middlesbrough, Tees Valley, TS1 3BA, United Kingdom; Hanson, R., School of Science and Engineering, Teesside University, Middlesbrough, Tees Valley, TS1 3BA, United Kingdom; Mohameden, A., School of Science and Engineering, Teesside University, Middlesbrough, Tees Valley, TS1 3BA, United Kingdom, College of Medicine, University of Hail, PO Box 2440, Hail, Saudi Arabia","Firework; Firework discharge residue; Forensic Science; Gunshot residue; Scanning electron microscope-energy dispersive X-ray spectrometer","gunpowder; strontium; article; controlled study; fire and fire related phenomena; firework; scanning electron microscope; X ray; Explosive Agents; Firearms; Forensic Sciences; Hair; Humans; Malta; Microscopy, Electron, Scanning; Particulate Matter; Wind",Article,"Final",,Scopus,2-s2.0-84856759811
"Yañez J., Paz Farías M., Zúñiga V., Soto C., Contreras D., Pereira E., Mansilla H.D., Saavedra R., Castillo R., Sáez P.","10144457000;54409140500;54410055000;7007083169;7006727169;7202834279;7003787740;55760909900;36795730400;54780700600;","Differentiation of two main ammunition brands in Chile by Regularized Discriminant Analysis (RDA) of metals in gunshot residues",2012,"Microchemical Journal","101",,,"43","48",,11,"10.1016/j.microc.2011.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83555166327&doi=10.1016%2fj.microc.2011.10.003&partnerID=40&md5=37fa98a2b3bd4faa779154061b55688e","Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Center for Optics and Photonics, Faculty of Physical and Mathematical Sciences, University of Concepción, Concepción, Chile; Department of Instrumental Analysis, Faculty of Pharmacy University of Concepción, Concepción, Chile; Policía de Investigaciones de Chile (PDI), Laboratorio de Criminalística Central, Santiago, Chile","Yañez, J., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Paz Farías, M., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Zúñiga, V., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Soto, C., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Contreras, D., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Pereira, E., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Mansilla, H.D., Faculty of Chemical Sciences, University of Concepción, PO Box 160-C, Concepción, Chile; Saavedra, R., Center for Optics and Photonics, Faculty of Physical and Mathematical Sciences, University of Concepción, Concepción, Chile; Castillo, R., Department of Instrumental Analysis, Faculty of Pharmacy University of Concepción, Concepción, Chile; Sáez, P., Policía de Investigaciones de Chile (PDI), Laboratorio de Criminalística Central, Santiago, Chile","Ammunition; Differentiation; Gunshot residues; Regularized discriminant analysis",,Article,"Final",,Scopus,2-s2.0-83555166327
"Bligh-Glover W.Z.","6506768092;","One-in-a-million shot: A homicidal thoracic air rifle wound, a case report, and a review of the literature",2012,"American Journal of Forensic Medicine and Pathology","33","1",,"98","101",,7,"10.1097/PAF.0b013e318221b8a9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860415038&doi=10.1097%2fPAF.0b013e318221b8a9&partnerID=40&md5=f9d279778a17b963b5dd067f5049dbc6","Departments of Anatomy and Pathology, Case Western Reserve University, School of Medicine, Cleveland, OH, United States","Bligh-Glover, W.Z., Departments of Anatomy and Pathology, Case Western Reserve University, School of Medicine, Cleveland, OH, United States","air rifle; BB gun; bullet wound; forensic pathology gunshot residue; homicide; thoracic trauma; trace evidence","air; case report; child; forensic pathology; hematothorax; homicide; human; male; pathology; penetrating trauma; review; thorax injury; weapon; Air; Child; Forensic Pathology; Hemothorax; Homicide; Humans; Male; Thoracic Injuries; Weapons; Wounds, Penetrating",Article,"Final",,Scopus,2-s2.0-84860415038
"Doyle S., Doyle D.","56260233900;47661044700;","The AFSP Standard - A lesson for law enforcement agencies",2012,"Science and Justice","52","1",,"17","19",,,"10.1016/j.scijus.2011.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856761227&doi=10.1016%2fj.scijus.2011.07.004&partnerID=40&md5=94e229e5779af8622fecd7adbb3faa3d","Linked Forensic Consultants Ltd, New Zealand","Doyle, S., Linked Forensic Consultants Ltd, New Zealand; Doyle, D., Linked Forensic Consultants Ltd, New Zealand","Expert witness; Firearms; Forensic science; Gunshot residue; Likelihood ratio","article; association of forensic science provider; civil defense; conflict of interest; forensic science; human; justice; law enforcement; police; scientist; standard; Forensic Sciences; Humans; Law Enforcement",Article,"Final",,Scopus,2-s2.0-84856761227
"Lorin De La Grandmaison G.","55664562800;","Gunshot wounds: Forensic pathology [Blessures par projectile d'arme à feu: Aspects anatomopathologiques]",2012,"Annales de Pathologie","32","1",,"33","39",,1,"10.1016/j.annpat.2011.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856972942&doi=10.1016%2fj.annpat.2011.10.005&partnerID=40&md5=d97250cc9fc97776497a353e1652b017","Service d'anatomie pathologique et de médecine légale, Hôpital Raymond-Poincaré, 104, boulevard Raymond-Poincaré, 92380 Garches, France","Lorin De La Grandmaison, G., Service d'anatomie pathologique et de médecine légale, Hôpital Raymond-Poincaré, 104, boulevard Raymond-Poincaré, 92380 Garches, France","Firearms; Forensic pathology; Gunshot residue; Gunshot wounds","autopsy; forensic pathology; gunshot injury; neuropathology; pathology; short survey; suicide; wound; Forensic Ballistics; Forensic Pathology; Humans; Practice Guidelines as Topic; Wounds, Gunshot",Short Survey,"Final",,Scopus,2-s2.0-84856972942
"Diaz E., Souza Sarkis J.E., Viebig S., Saldiva P.","45661045800;7102676503;6504318271;35379363900;","Measurement of airborne gunshot particles in a ballistics laboratory by sector field inductively coupled plasma mass spectrometry",2012,"Forensic Science International","214","1-3",,"44","47",,5,"10.1016/j.forsciint.2011.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855207579&doi=10.1016%2fj.forsciint.2011.07.016&partnerID=40&md5=03ce0671103b697c2337fc72ea4c991f","Instituto de Medicina Legal y Ciências Forenses, Laboratório de Evidencia Traza, Calle 7 A No. 12-61, Bogotá, Colombia; Instituto de Pesquisas Energéticas e Nucleares - IPEN-CNEN/SP, Grupo de Caracterização Química e Isotópica, Cidade Universitária Armando Salles de Oliveira - USP, Travessa R, Número 400-Caixa Postal 11049, 05508-900 São Paulo, SP, Brazil; Instituto de Criminalística de São Paulo - Centro de Exames, Análises e Pesquisas, São Paulo, Brazil; Universidade de São Paulo, Faculdade de Medicina, Departamento de Patologia. Av. Dr. Arnaldo, 455 Cerqueira César, 01246-903 São Paulo, SP, Brazil","Diaz, E., Instituto de Medicina Legal y Ciências Forenses, Laboratório de Evidencia Traza, Calle 7 A No. 12-61, Bogotá, Colombia; Souza Sarkis, J.E., Instituto de Pesquisas Energéticas e Nucleares - IPEN-CNEN/SP, Grupo de Caracterização Química e Isotópica, Cidade Universitária Armando Salles de Oliveira - USP, Travessa R, Número 400-Caixa Postal 11049, 05508-900 São Paulo, SP, Brazil; Viebig, S., Instituto de Criminalística de São Paulo - Centro de Exames, Análises e Pesquisas, São Paulo, Brazil; Saldiva, P., Universidade de São Paulo, Faculdade de Medicina, Departamento de Patologia. Av. Dr. Arnaldo, 455 Cerqueira César, 01246-903 São Paulo, SP, Brazil","Airborne; Antimony; Ballistics; Barium; Gunshot residues; Lead","antimony; barium; lead; air analysis; airborne gunshot particle; airborne particle; analytic method; article; ballistics; Brazil; controlled study; environmental monitoring; filter; mass spectrometry; particulate matter; priority journal",Article,"Final",,Scopus,2-s2.0-84855207579
"Houck M.M.","7006244647;","Range",2012,"Encyclopedia of Forensic Sciences: Second Edition",,,,"142","145",,,"10.1016/B978-0-12-382165-2.00269-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043271070&doi=10.1016%2fB978-0-12-382165-2.00269-5&partnerID=40&md5=f751b89bdbf7b3ea1ae50f9c68cb247b","Consolidated Forensic Laboratory, Washington, DC, United States","Houck, M.M., Consolidated Forensic Laboratory, Washington, DC, United States","Firearm; Gunshot; Range; Residue",,Book Chapter,"Final",,Scopus,2-s2.0-85043271070
"Déliot P., Corcelle B., Achard V., Dartigalongue Th., Desmarais A., Giacometti C.","23060078700;56337885500;6603239438;6505910276;56337364000;56337700200;","Preliminary results to define an active multispectral imager for gunshot residues patterns visualization",2012,"Workshop on Hyperspectral Image and Signal Processing, Evolution in Remote Sensing",,, 6874252,"","",,1,"10.1109/WHISPERS.2012.6874252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906535629&doi=10.1109%2fWHISPERS.2012.6874252&partnerID=40&md5=7b38fae8ccf1280ef03a83ee2bfa0b34","ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; INPS, Institut National de Police Scientifique, Laboratoire de Police Scientifique de Marseille, 97 Boulevard Camille, Flammarion 13245, France","Déliot, P., ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; Corcelle, B., ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; Achard, V., ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; Dartigalongue, Th., ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; Desmarais, A., ONERA, French Aerospace Lab, DOTA, F-31055 Toulouse, France; Giacometti, C., INPS, Institut National de Police Scientifique, Laboratoire de Police Scientifique de Marseille, 97 Boulevard Camille, Flammarion 13245, France","classification; Gunshot residues; Hyperspectral; patterns visualization","Classification (of information); Independent component analysis; Spectroscopy; Visualization; Gunshot residue; Hyper-spectral images; HyperSpectral; Laser imaging; Multi-spectral; Spectral band; Signal processing",Conference Paper,"Final",,Scopus,2-s2.0-84906535629
"Romolo F.S.","6508292376;","Overview, Analysis, and Interpretation",2012,"Encyclopedia of Forensic Sciences: Second Edition",,,,"195","201",,,"10.1016/B978-0-12-382165-2.00116-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043260183&doi=10.1016%2fB978-0-12-382165-2.00116-1&partnerID=40&md5=029ce848f86add6156eccb6f9a585884","SAPIENZA Università di Roma, Rome, Italy","Romolo, F.S., SAPIENZA Università di Roma, Rome, Italy","Cartridge discharge residue; Diphenylamine; Ethyl centralite; Firearms discharge residue (FDR); Gunshot residue (GSR); Nitrodiphenylamine; Nitroglycerine; Primer discharge residue; Scanning electron microscopy; SEM/EDS",,Book Chapter,"Final",,Scopus,2-s2.0-85043260183
"Gerard R.V., Lindsay E., McVicar M.J., Randall E.D., Gapinska A.","54782453000;7006016968;6701490961;7006907026;55650018800;","Observations of gunshot residue associated with police officers, their equipment, and their vehicles",2012,"Journal of the Canadian Society of Forensic Science","45","2",,"57","63",,4,"10.1080/00085030.2012.10757183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876121197&doi=10.1080%2f00085030.2012.10757183&partnerID=40&md5=7e754ba78002efd23cccff92f569f5ff","Chemistry Section, Centre of Forensic Sciences, Toronto, ON, M7A 2G8, Canada; University of Toronto, Mississauga, Canada","Gerard, R.V., Chemistry Section, Centre of Forensic Sciences, Toronto, ON, M7A 2G8, Canada; Lindsay, E., Chemistry Section, Centre of Forensic Sciences, Toronto, ON, M7A 2G8, Canada; McVicar, M.J., Chemistry Section, Centre of Forensic Sciences, Toronto, ON, M7A 2G8, Canada; Randall, E.D., Chemistry Section, Centre of Forensic Sciences, Toronto, ON, M7A 2G8, Canada; Gapinska, A., University of Toronto, Mississauga, Canada",,"gunpowder; article; clothing; energy dispersive X ray analysis; firearm; forensic identification; human; motor vehicle; police; scanning electron microscopy; X ray",Article,"Final",,Scopus,2-s2.0-84876121197
"Bunch S.G.","7004589652;","Laboratory Analysis",2012,"Encyclopedia of Forensic Sciences: Second Edition",,,,"136","141",,,"10.1016/B978-0-12-382165-2.00268-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043274157&doi=10.1016%2fB978-0-12-382165-2.00268-3&partnerID=40&md5=c96e6f24cb7170602bf00307cd1b5a07","Forensic Firearms Consultants, LLC, Dumfries, VA, United States","Bunch, S.G., Forensic Firearms Consultants, LLC, Dumfries, VA, United States","Ammunition; Breechface; Bullet; Cartridge case; Class characteristics; Comparison microscope; Error; Firearm; Firing pin; General rifling characteristics (GRCs); Identification; Imaging; Likelihood ratio; Subclass marks",,Book Chapter,"Final",,Scopus,2-s2.0-85043274157
"Roux C., Robertson J.","7202017940;7404531595;","Trace Evidence Overview",2012,"Encyclopedia of Forensic Sciences: Second Edition",,,,"279","285",,,"10.1016/B978-0-12-382165-2.00086-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043261186&doi=10.1016%2fB978-0-12-382165-2.00086-6&partnerID=40&md5=22c13056bd65c2cf88ae37b2f6f05fe6","University of Technology, Sydney, NSW, Australia; University of Canberra, Canberra, ACT, Australia","Roux, C., University of Technology, Sydney, NSW, Australia; Robertson, J., University of Canberra, Canberra, ACT, Australia","Crime scene; DNA; Fibers; Glass; Gunshot residues; Hairs; Interpretation; Locard; Microscopy; Paint; Protocol; Recovery; Soil; Trace; Trace evidence",,Book Chapter,"Final",,Scopus,2-s2.0-85043261186
"Tagliaro F., Pascali J.P., Lewis S.W.","7006052078;9433532000;7404038754;","Capillary Electrophoresis in Forensic Chemistry",2012,"Encyclopedia of Forensic Sciences: Second Edition",,,,"567","572",,3,"10.1016/B978-0-12-382165-2.00243-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043238656&doi=10.1016%2fB978-0-12-382165-2.00243-9&partnerID=40&md5=57ae042fc2a3ac6bf8137104d25555e7","University of Verona, Verona, Italy; Curtin University, Perth, WA, Australia","Tagliaro, F., University of Verona, Verona, Italy; Pascali, J.P., University of Verona, Verona, Italy; Lewis, S.W., Curtin University, Perth, WA, Australia","Capillary electrophoresis; Explosives; Forensic medicine; Gunshot residue; Illicit drugs; Inks; Miniaturization; Toxicology",,Book Chapter,"Final",,Scopus,2-s2.0-85043238656
"Wasserburger L., Eichner S., Kunz S., Peschel O.","54400567100;54399773200;35768065600;6604029893;","Wounding potential of gas weapons : Residue particles ejected by close-range gunshots [Verletzungspotenzial von Gas-Alarm-Waffen : Ausgeschleuderte Ladungsteilchen bei Schüssen im Nahbereich]",2011,"Rechtsmedizin","21","6",,"527","534",,1,"10.1007/s00194-011-0781-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855253091&doi=10.1007%2fs00194-011-0781-x&partnerID=40&md5=93f77da98a058ec64eaec7e56ccd21cc","Bayerisches Landeskriminalamt, Waffentechnik, München, Germany; Institut für Rechtsmedizin, Universität München, Nussbaumstr. 26, München, Germany","Wasserburger, L., Bayerisches Landeskriminalamt, Waffentechnik, München, Germany; Eichner, S., Bayerisches Landeskriminalamt, Waffentechnik, München, Germany; Kunz, S., Institut für Rechtsmedizin, Universität München, Nussbaumstr. 26, München, Germany; Peschel, O., Institut für Rechtsmedizin, Universität München, Nussbaumstr. 26, München, Germany","Biophysical processes; Forensic ballistics; Research; Skin; Wounds and injuries","gunpowder; pyroxylin; article; ballistics; comparative study; controlled study; eye injury; firearm; firing distance; gas pistol; gas revolver; gunshot injury; injury severity; velocity; wounding potential",Article,"Final",,Scopus,2-s2.0-84855253091
